35.6418846,139.2684403
35.6419816,139.2671516
35.6419681,139.2663623
35.6418945,139.2656713
35.6417602,139.2650002
35.6408922,139.2614988
35.6400941,139.2585949
35.6398137,139.2576306
35.6396945,139.2567289
35.6396945,139.2557155
35.6387166,139.2524201
35.6400986,139.2529486
35.6402560,139.2515739
35.6403944,139.2498989
35.6404156,139.2489078
35.6402530,139.2469171
35.6403657,139.2450945
35.6403796,139.2444966
35.6403297,139.2439263
35.6402163,139.2433607
35.6400455,139.2428248
35.6396688,139.2419491
35.6392686,139.2408529
35.6391703,139.2402617
35.6391482,139.2397108
35.6391716,139.2388490
35.6394170,139.2365624
35.6396139,139.2348448
35.6396456,139.2342871
35.6396380,139.2336594
35.6390719,139.2278678
35.6325175,139.2078432
35.6319250,139.2067980
35.6400296,139.2397312
35.6399872,139.2390610
35.6400548,139.2380168
35.6404635,139.2358917
35.6405835,139.2343917
35.6405325,139.2333971
35.6403169,139.2308562
35.6404170,139.2290539
35.6404056,139.2278493
35.6400728,139.2259748
35.6321554,139.2696964
35.6332890,139.2704090
35.6337839,139.2706263
35.6342266,139.2708356
35.6343196,139.2708778
35.6328895,139.2701830
35.6368358,139.2718870
35.6371644,139.2718666
35.6376377,139.2718032
35.6380119,139.2718030
35.6354319,139.2714101
35.6359889,139.2716713
35.6364526,139.2718486
35.6366327,139.2718716
35.6390282,139.2723030
35.6388824,139.2721609
35.6393335,139.2726664
35.6391813,139.2724719
35.6384093,139.2718847
35.6381988,139.2718287
35.6387453,139.2720518
35.6385765,139.2719563
35.6397888,139.2734468
35.6395530,139.2730122
35.6402070,139.2743180
35.6400440,139.2739860
35.6414213,139.2739515
35.6390333,139.2714708
35.6389188,139.2713970
35.6388086,139.2713483
35.6387053,139.2713223
35.6385414,139.2712885
35.6383129,139.2712435
35.6373356,139.2709626
35.6371326,139.2708675
35.6367451,139.2706897
35.6364872,139.2705870
35.6363823,139.2705529
35.6360063,139.2705565
35.6356196,139.2704653
35.6352668,139.2704861
35.6350349,139.2705297
35.6347670,139.2705984
35.6344355,139.2707180
35.6342244,139.2707871
35.6339035,139.2709054
35.6336638,139.2709821
35.6335062,139.2710321
35.6333658,139.2710627
